TotalCharges,Contract_Month-to-month,InternetService_Fiber optic,PaymentMethod_Electronic check,TechSupport_No,OnlineSecurity_No,SeniorCitizen,PaperlessBilling_Yes,StreamingTV_Yes,StreamingMovies_Yes,tenure,Contract_Two year,InternetService_DSL,MultipleLines_No,PaperlessBilling_No,PaymentMethod_Credit card (automatic),TechSupport_Yes,OnlineSecurity_Yes,PhoneService_Yes,Dependents_Yes,Churn
3141.7,1,1,0,1,1,0,1,0,0,38,0,0,0,0,0,0,0,1,1,0
1229.1,0,0,0,0,0,0,0,0,0,52,1,0,0,1,0,0,0,1,1,0
2303.35,1,1,1,1,1,1,1,0,0,32,0,0,0,0,0,0,0,1,0,1
2054.4,0,0,0,0,1,0,0,1,1,29,1,1,1,1,0,1,0,1,1,0
3741.85,1,1,1,1,1,1,0,1,1,38,0,0,0,1,0,0,0,1,1,0
3682.45,0,0,0,1,0,0,1,1,1,48,0,1,0,0,1,0,1,1,1,0
19.25,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1886.25,1,1,1,0,0,0,1,0,1,22,0,0,1,0,0,1,1,1,0,0
4895.1,0,1,0,0,0,0,0,1,1,43,1,0,0,1,1,1,1,1,0,0
341.6,1,1,1,1,1,1,1,0,0,5,0,0,1,0,0,0,0,1,0,0
415.55,1,1,1,1,1,0,1,1,0,5,0,0,1,0,0,0,0,1,0,1
5686.4,0,1,0,0,0,0,0,1,1,51,0,0,0,1,1,1,1,1,1,0
1355.1,0,0,0,0,0,0,1,0,0,71,1,0,1,0,1,0,0,1,0,0
3058.65,0,0,0,0,0,0,0,1,1,38,0,1,1,1,1,1,1,1,1,1
2231.05,1,1,1,1,1,1,1,1,1,24,0,0,1,0,0,0,0,1,0,1
3236.35,1,1,0,0,1,0,1,1,0,35,0,0,0,0,1,1,0,1,0,0
4350.1,0,0,0,0,0,1,0,1,1,54,0,1,0,1,0,1,1,1,0,1
4264.0,0,0,1,0,1,0,1,1,1,72,1,1,0,0,0,1,0,0,1,0
44.8,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
422.3,0,0,0,1,0,0,0,0,0,9,0,1,1,1,0,0,1,1,1,0
4176.7,0,0,0,0,0,0,1,1,1,69,1,1,0,0,0,1,1,0,0,0
5138.1,1,1,0,0,1,0,1,1,1,52,0,0,0,0,1,1,0,1,0,0
880.05,1,1,1,0,1,1,1,1,0,11,0,0,1,0,0,1,0,1,0,0
139.05,1,1,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1
973.65,1,0,1,1,1,1,1,1,0,28,0,1,0,0,0,0,0,0,1,0
1470.05,1,1,0,1,1,1,1,0,0,17,0,0,0,0,1,0,0,1,0,0
739.35,0,0,0,0,0,0,1,0,0,35,1,0,1,0,0,0,0,1,1,0
161.95,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,1,0,0
4422.95,0,1,0,1,1,0,1,1,0,46,0,0,0,0,1,0,0,1,0,0
511.25,1,1,1,1,1,0,1,0,0,7,0,0,0,0,0,0,0,1,0,1
155.8,1,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1
5293.95,0,0,0,0,1,0,1,0,1,68,0,1,0,0,0,1,0,1,1,1
4759.85,0,1,1,1,1,0,1,1,1,43,1,0,0,0,0,0,0,1,0,1
6148.45,0,0,1,0,0,0,1,1,1,68,1,1,0,0,0,1,1,1,0,0
3565.65,1,1,0,1,1,0,1,1,1,36,0,0,1,0,1,0,0,1,0,0
6603.0,1,1,1,1,1,0,1,1,1,63,0,0,0,0,0,0,0,1,0,1
1830.1,1,0,0,0,1,1,0,0,0,32,0,1,1,1,0,1,0,1,0,0
6223.8,0,0,0,0,0,0,0,1,1,71,1,1,0,1,1,1,1,1,0,0
4508.65,1,0,0,1,0,0,1,0,0,66,0,1,0,0,0,0,1,1,1,0
1328.15,0,0,0,0,0,0,0,0,0,63,0,0,1,1,0,0,0,1,0,0
865.0,0,0,0,0,0,0,1,0,0,41,0,0,1,0,1,0,0,1,1,0
72.1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
168.2,1,1,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,1
1303.5,0,0,0,0,0,0,0,0,0,70,1,0,1,1,0,0,0,1,0,0
996.85,1,0,1,1,1,0,1,1,1,23,0,1,0,0,0,0,0,0,0,0
6430.9,0,1,0,1,0,1,0,0,1,64,0,0,1,1,0,0,1,1,0,0
2278.75,0,0,0,0,0,0,1,0,0,37,1,1,0,0,1,1,1,1,1,0
681.4,0,0,0,1,1,0,0,0,0,17,0,1,1,1,0,0,0,1,1,0
574.35,1,1,1,1,1,1,1,1,1,7,0,0,1,0,0,0,0,1,0,0
371.9,1,1,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,1,1,1
840.1,1,0,1,1,0,1,1,1,0,21,0,1,0,0,0,0,1,0,0,1
846.0,1,1,0,1,1,0,1,0,1,10,0,0,1,0,0,0,0,1,0,1
889.0,1,0,1,1,0,1,1,0,0,16,0,1,0,0,0,0,1,1,0,0
6823.4,0,1,1,0,1,0,1,1,1,64,1,0,0,0,0,1,0,1,0,0
805.1,1,0,0,1,0,1,0,0,0,27,0,1,0,1,1,0,1,0,0,1
4016.75,0,1,1,1,0,0,0,1,1,42,0,0,0,1,0,0,1,1,1,0
83.75,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0
3959.15,0,1,0,0,1,0,1,1,1,41,1,0,1,0,0,1,0,1,0,0
2878.55,0,0,0,1,1,0,0,0,0,58,0,1,1,1,1,0,0,1,0,0
945.7,0,0,0,0,0,0,1,0,0,47,1,0,1,0,0,0,0,1,0,0
1373.05,1,1,0,0,1,0,1,0,0,18,0,0,1,0,0,1,0,1,0,0
492.55,1,1,0,1,1,0,0,1,1,5,0,0,1,1,0,0,0,1,0,1
1406.0,1,0,0,1,0,0,1,0,1,23,0,1,1,0,0,0,1,1,0,0
19.15,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
6962.85,0,1,0,1,1,0,1,1,1,71,0,0,0,0,1,0,0,1,0,0
8126.65,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,1,0
690.25,0,0,0,0,0,0,0,0,0,33,0,0,1,1,0,0,0,1,1,0
181.5,1,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1
830.8,0,0,0,0,0,0,0,0,0,24,1,1,0,1,0,1,1,0,1,0
5608.4,0,1,0,0,1,0,1,0,1,56,0,0,0,0,1,1,0,1,1,0
3646.8,1,1,0,1,1,0,1,1,1,37,0,0,1,0,1,0,0,1,0,0
3662.25,0,0,0,0,1,0,0,1,1,43,0,1,0,1,1,1,0,1,0,0
25.35,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2566.5,1,1,0,0,1,0,1,1,1,25,0,0,0,0,0,1,0,1,0,1
5308.7,0,0,1,0,0,0,0,1,1,61,1,1,0,1,0,1,1,1,0,0
1410.25,0,1,1,0,1,0,0,0,0,17,0,0,0,1,0,1,0,1,0,0
3339.05,0,1,0,0,1,0,1,0,0,41,0,0,1,0,0,1,0,1,0,0
50.65,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
4732.35,0,0,0,0,0,1,1,1,1,72,1,1,0,0,0,1,1,0,1,0
90.85,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
5067.45,0,1,0,1,1,0,1,1,1,48,1,0,0,0,0,0,0,1,0,0
214.75,1,0,0,0,0,1,0,0,0,11,0,0,1,1,0,0,0,1,0,1
4874.7,1,1,1,1,1,1,1,0,0,55,0,0,0,0,0,0,0,1,0,1
2348.45,0,0,1,0,0,0,1,0,1,42,0,1,0,0,0,1,1,0,0,0
4063.0,1,1,0,1,1,0,1,0,1,44,0,0,0,0,0,0,0,1,0,0
44.0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
2595.25,1,1,0,1,1,0,1,1,1,27,0,0,0,0,0,0,0,1,0,0
2309.55,1,0,0,0,1,1,1,1,1,27,0,1,0,0,0,1,0,1,0,0
89.3,1,0,1,1,1,1,1,0,0,2,0,1,1,0,0,0,0,1,0,0
367.55,1,0,0,0,0,0,0,0,0,19,0,0,1,1,0,0,0,1,0,0
3944.5,1,1,1,1,1,1,1,1,1,42,0,0,0,0,0,0,0,1,0,0
5965.95,0,0,0,0,0,0,1,1,1,66,1,1,0,0,1,1,1,1,0,0
3694.7,1,1,0,0,0,1,1,1,1,33,0,0,0,0,0,1,1,1,0,0
2524.45,1,1,0,1,1,0,1,0,0,34,0,0,1,0,1,0,0,1,0,1
1803.7,1,0,1,0,1,1,1,1,1,33,0,1,0,0,0,1,0,0,0,0
415.1,0,0,0,0,0,0,0,0,0,23,0,0,1,1,0,0,0,1,1,0
624.15,0,0,0,0,0,0,0,0,0,32,0,0,1,1,0,0,0,1,0,0
237.7,0,0,0,0,0,0,0,0,0,11,0,0,1,1,1,0,0,1,0,0
7007.6,1,1,0,1,1,0,1,1,1,69,0,0,0,0,1,0,0,1,1,1
3848.8,0,0,0,0,0,0,0,0,0,68,0,1,1,1,0,1,1,1,0,0
419.4,0,0,0,0,0,0,1,0,0,20,1,0,1,0,0,0,0,1,0,0
1468.75,0,0,0,0,0,0,1,0,0,72,1,0,1,0,1,0,0,1,0,0
5812.0,0,1,0,1,0,0,1,1,0,60,0,0,0,0,0,0,1,1,1,0
2861.45,1,1,0,1,1,1,1,1,1,32,0,0,1,0,0,0,0,1,1,0
19.9,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
19.6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
233.7,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1
1066.15,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,1,0,0
2149.05,1,1,1,1,1,0,1,0,0,29,0,0,0,0,0,0,0,1,0,0
4473.0,1,1,1,0,1,0,1,0,0,51,0,0,0,0,0,1,0,1,0,0
3545.05,1,1,0,1,1,1,1,0,0,48,0,0,1,0,0,0,0,1,0,0
1195.75,1,1,0,1,1,0,0,0,0,16,0,0,1,1,0,0,0,1,1,0
6858.9,0,1,0,0,1,0,1,0,1,70,1,0,0,0,0,1,0,1,0,0
1024.7,0,0,0,0,0,0,1,0,0,40,1,0,0,0,0,0,0,1,1,0
1845.9,1,1,1,1,1,0,0,0,1,22,0,0,1,1,0,0,0,1,1,1
75.3,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
132.25,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,1,0
515.45,1,1,0,1,1,0,1,0,0,7,0,0,1,0,0,0,0,1,0,0
2830.45,0,1,0,0,1,0,0,0,1,29,0,0,0,1,1,1,0,1,1,0
1110.5,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,1,1,0
449.3,1,0,0,1,0,0,0,0,0,10,0,1,0,1,0,0,1,0,0,0
2838.55,1,0,0,1,1,1,0,0,0,55,0,1,0,1,0,0,0,1,0,0
5376.4,0,1,0,1,1,1,1,1,1,52,0,0,0,0,0,0,0,1,0,0
858.6,1,1,1,1,1,0,0,0,1,10,0,0,0,1,0,0,0,1,1,0
1395.05,1,1,0,1,1,0,1,0,0,18,0,0,0,0,0,0,0,1,0,0
3975.7,0,0,0,0,0,0,0,0,0,68,0,1,0,1,0,1,1,1,0,0
1182.55,1,0,0,0,0,0,1,0,0,61,0,0,1,0,0,0,0,1,1,1
4784.45,0,0,0,0,0,0,1,1,1,72,1,1,0,0,1,1,1,0,1,0
119.5,1,0,1,1,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0
518.9,1,0,0,1,1,0,1,0,0,12,0,1,1,0,0,0,0,1,0,1
899.45,0,0,1,0,0,0,1,0,0,41,1,0,1,0,0,0,0,1,0,0
1183.8,1,0,0,0,1,0,1,1,0,26,0,1,0,0,1,1,0,0,0,0
720.05,0,0,0,0,0,0,0,0,0,36,0,0,1,1,0,0,0,1,0,0
8468.2,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,1,0
3161.2,1,1,0,0,1,0,1,0,1,35,0,0,0,0,0,1,0,1,0,0
55.05,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0
1882.55,1,1,1,0,0,0,1,1,1,16,0,0,0,0,0,1,1,1,1,0
5070.4,1,1,0,1,0,1,0,1,1,49,0,0,0,1,1,0,1,1,0,0
6049.5,0,1,0,0,0,0,1,1,1,54,0,0,0,0,0,1,1,1,0,0
1166.7,1,0,1,1,0,0,0,0,1,18,0,1,0,1,0,0,1,1,1,0
2937.65,1,1,1,1,1,0,0,0,1,36,0,0,1,1,0,0,0,1,0,0
6396.45,1,1,1,1,1,0,1,1,1,60,0,0,0,0,0,0,0,1,0,1
69.55,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1270.25,0,0,0,0,0,0,1,0,0,52,1,0,0,0,0,0,0,1,1,0
759.55,1,1,1,1,1,0,1,1,1,8,0,0,1,0,0,0,0,1,1,0
7611.55,0,1,0,0,0,0,0,1,1,72,1,0,1,1,0,1,1,1,1,0
1642.75,0,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,0,1,0,0
1545.4,1,0,0,0,0,1,1,0,1,22,0,1,1,0,0,1,1,1,0,0
3582.4,1,0,0,0,1,0,1,1,1,60,0,1,0,0,0,1,0,0,0,0
2227.1,1,1,1,1,1,0,1,0,1,28,0,0,1,0,0,0,0,1,1,1
1417.9,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,0,0,1,0,0
2494.65,1,1,1,1,1,0,1,1,1,24,0,0,0,0,0,0,0,1,0,0
2768.35,0,1,0,0,1,0,0,1,0,28,0,0,1,1,0,1,0,1,1,0
2369.3,0,0,0,0,1,0,0,1,1,30,1,1,1,1,0,1,0,1,1,0
38.0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
75.1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
100.9,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,1,0
1614.05,1,0,0,1,1,0,1,1,1,24,0,1,1,0,0,0,0,1,0,0
385.9,1,1,1,1,1,0,0,1,1,4,0,0,0,1,0,0,0,1,1,1
673.25,1,1,1,1,1,0,1,1,1,7,0,0,0,0,0,0,0,1,0,1
8404.9,0,1,0,0,0,1,1,1,1,72,1,0,0,0,0,1,1,1,0,0
2799.75,0,0,0,0,1,0,1,0,1,70,1,1,0,0,0,1,0,0,0,0
6538.45,0,1,1,0,1,1,0,1,1,64,1,0,0,1,0,1,0,1,0,0
6588.95,0,1,1,1,1,0,1,1,0,72,0,0,0,0,0,0,0,1,1,0
868.1,0,0,0,0,0,0,0,0,0,44,1,0,1,1,0,0,0,1,1,0
734.35,1,0,1,1,1,0,0,0,1,13,0,1,1,1,0,0,0,1,1,1
330.6,0,0,0,0,0,1,0,0,0,17,0,0,1,1,0,0,0,1,0,0
55.0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1
564.4,1,0,0,1,1,0,1,1,1,9,0,1,1,0,0,0,0,1,0,0
1315.35,1,0,0,0,0,0,0,0,0,24,0,1,1,1,0,1,1,1,0,0
74.7,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1861.5,1,1,1,1,1,0,1,0,0,24,0,0,0,0,0,0,0,1,0,1
2747.2,1,0,1,0,1,1,1,1,1,35,0,1,1,0,0,1,0,1,1,0
554.05,1,0,1,0,0,0,1,1,0,7,0,1,1,0,0,1,1,1,1,0
453.4,1,1,1,0,1,0,1,1,1,5,0,0,1,0,0,1,0,1,0,1
994.8,1,1,0,1,1,0,0,0,0,15,0,0,1,1,0,0,0,1,1,1
225.75,0,0,0,0,0,0,0,0,0,11,1,0,1,1,0,0,0,1,1,0
2145.0,1,0,0,1,0,0,1,0,1,48,0,1,0,0,0,0,1,0,0,1
1671.6,1,1,1,1,1,1,1,0,1,20,0,0,1,0,0,0,0,1,0,0
8003.8,0,1,0,0,1,0,1,1,1,72,0,0,0,0,0,1,0,1,0,0
680.05,1,1,1,1,1,0,1,1,0,8,0,0,1,0,0,0,0,1,1,1
6130.85,0,1,0,1,1,0,1,0,1,72,1,0,0,0,1,0,0,1,1,0
1415.0,1,1,1,1,1,0,1,1,1,15,0,0,0,0,0,0,0,1,0,0
6201.95,0,0,0,0,1,0,1,1,1,72,1,1,0,0,0,1,0,1,0,0
74.35,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
6597.25,0,1,0,1,1,0,1,1,1,63,1,0,0,0,0,0,0,1,1,0
114.15,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0
139.4,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,1
3902.6,0,0,0,1,1,1,0,0,1,61,0,1,0,1,0,0,0,1,0,0
20.4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
903.6,0,0,0,1,1,0,1,0,1,22,0,1,0,0,0,0,0,0,0,1
1785.65,1,0,0,0,0,0,0,0,0,28,0,1,1,1,0,1,1,1,0,0
1397.65,0,0,0,0,0,0,0,0,0,70,1,0,1,1,0,0,0,1,0,0
131.05,1,0,1,1,1,1,0,0,0,5,0,1,0,1,0,0,0,0,0,1
1238.45,1,1,0,1,0,0,1,0,1,12,0,0,0,0,0,0,1,1,0,1
3899.05,0,1,0,0,0,0,0,1,1,34,0,0,0,1,1,1,1,1,0,0
5676.0,0,1,0,1,0,1,1,0,0,71,1,0,0,0,1,0,1,1,0,0
4543.15,0,0,0,1,0,0,0,0,1,70,0,1,0,1,0,0,1,1,1,0
4326.8,1,1,0,0,0,0,1,0,0,52,0,0,1,0,0,1,1,1,1,0
5502.55,0,0,0,0,0,0,1,1,0,69,1,1,0,0,1,1,1,1,1,0
1782.4,1,1,1,1,1,1,1,0,1,20,0,0,0,0,0,0,0,1,0,1
851.8,1,1,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,1,1,0
167.5,1,1,1,0,1,0,1,1,1,2,0,0,1,0,0,1,0,1,0,1
502.85,1,1,1,0,1,0,1,0,0,6,0,0,0,0,0,1,0,1,1,1
19.85,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1818.3,0,1,0,0,0,1,0,0,1,20,0,0,1,1,1,1,1,1,1,0
6300.15,1,1,1,1,0,0,1,1,1,61,0,0,0,0,0,0,1,1,0,0
334.8,1,1,1,1,1,1,1,0,0,5,0,0,0,0,0,0,0,1,0,1
5916.95,1,1,0,0,1,0,1,1,1,56,0,0,0,0,0,1,0,1,0,0
2852.4,1,1,0,0,0,0,1,0,0,30,0,0,0,0,1,1,1,1,0,0
4131.95,1,1,0,0,1,0,0,1,1,40,0,0,0,1,0,1,0,1,0,1
1546.3,0,0,0,0,0,0,0,0,0,28,0,1,1,1,0,1,1,1,0,0
302.6,1,1,1,1,1,1,0,0,0,5,0,0,1,1,0,0,0,1,0,0
1929.35,1,1,0,1,0,1,1,0,0,27,0,0,1,0,0,0,1,1,0,1
265.45,1,0,0,0,0,0,0,0,0,12,0,0,1,1,1,0,0,1,0,0
6989.45,0,1,1,1,1,0,1,1,1,67,0,0,0,0,0,0,0,1,1,0
1442.0,1,0,1,1,1,1,1,0,0,29,0,1,0,0,0,0,0,1,0,0
4713.4,1,1,0,1,1,0,0,0,1,55,0,0,0,1,0,0,0,1,1,0
1758.6,1,1,0,1,1,0,0,0,0,23,0,0,0,1,0,0,0,1,0,1
3480.0,1,1,1,1,1,0,1,1,1,34,0,0,0,0,0,0,0,1,0,1
4738.3,0,1,1,1,0,0,0,1,0,52,0,0,1,1,0,0,1,1,0,0
8399.15,0,1,0,0,0,1,1,1,1,72,1,0,0,0,1,1,1,1,1,0
5430.35,0,1,0,0,1,0,1,1,0,58,0,0,0,0,1,1,0,1,1,0
686.95,0,0,0,0,0,0,0,0,0,35,1,0,1,1,0,0,0,1,1,0
5706.3,0,1,0,0,1,1,1,1,0,56,1,0,0,0,0,1,0,1,0,0
490.65,0,0,0,0,0,0,1,0,0,24,1,0,1,0,1,0,0,1,1,0
1360.25,0,0,0,0,0,0,0,0,0,70,1,0,1,1,1,0,0,1,1,0
174.45,1,1,1,1,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0
7379.8,0,1,0,0,1,1,1,1,1,68,0,0,0,0,1,1,0,1,1,0
85.0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
1021.75,1,1,1,1,1,0,1,1,0,12,0,0,0,0,0,0,0,1,0,0
5029.05,1,1,0,1,1,0,1,0,0,63,0,0,0,0,0,0,0,1,0,0
1955.4,0,0,0,1,0,0,1,0,0,33,0,1,1,0,0,0,1,1,1,0
6744.2,0,1,0,1,1,0,1,1,1,69,0,0,1,0,1,0,0,1,0,0
4946.7,0,0,0,0,1,0,1,1,1,60,1,1,1,0,0,1,0,1,1,0
8248.5,0,1,0,0,0,0,1,1,1,72,1,0,0,0,0,1,1,1,1,0
601.6,1,0,0,1,1,0,1,0,1,11,0,1,0,0,0,0,0,1,0,0
19.55,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
834.1,1,1,0,1,1,0,1,1,0,10,0,0,0,0,0,0,0,1,0,1
597.0,1,0,0,0,0,0,1,1,0,13,0,1,0,0,1,1,1,0,0,1
2647.2,0,1,0,1,1,0,1,0,1,34,0,0,1,0,0,0,0,1,1,0
3266.0,1,1,0,1,1,0,1,1,0,39,0,0,1,0,0,0,0,1,1,1
6744.25,0,1,0,0,1,0,1,1,1,65,0,0,0,0,0,1,0,1,0,0
5265.5,0,1,0,1,0,1,1,1,0,50,0,0,0,0,0,0,1,1,0,0
311.6,1,0,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,1,0,0
7966.9,0,1,0,1,0,0,1,1,1,72,1,0,0,0,0,0,1,1,1,0
8220.4,0,1,0,0,0,0,1,1,1,72,1,0,0,0,0,1,1,1,1,0
1153.25,0,0,0,0,0,0,0,0,0,55,1,0,1,1,0,0,0,1,1,0
514.75,0,0,0,0,0,0,1,0,0,23,1,0,0,0,1,0,0,1,1,0
2596.15,1,1,0,1,1,0,1,0,0,32,0,0,0,0,0,0,0,1,0,1
3808.0,0,0,0,1,0,0,1,0,1,56,0,1,0,0,0,0,1,1,1,0
19.9,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
2708.2,0,0,0,0,0,0,0,1,0,38,0,1,1,1,0,1,1,1,0,0
760.05,1,1,1,1,1,0,0,0,0,11,0,0,1,1,0,0,0,1,0,0
49.3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
6033.3,0,1,1,0,1,0,1,1,1,56,0,0,0,0,0,1,0,1,0,0
89.05,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0
516.15,1,0,0,1,0,0,0,1,1,7,0,1,1,1,1,0,1,1,1,0
5861.75,0,1,0,1,1,0,1,1,1,59,1,0,0,0,1,0,0,1,1,0
445.95,1,0,0,0,1,0,0,1,0,7,0,1,1,1,0,1,0,1,0,0
4973.4,0,0,0,0,0,0,1,0,1,71,1,1,1,0,1,1,1,1,1,0
1667.25,0,1,1,0,0,0,0,1,1,15,0,0,1,1,0,1,1,1,1,0
5357.75,0,0,0,0,0,0,0,1,0,71,1,1,0,1,1,1,1,1,0,0
3527.6,1,1,1,1,1,0,1,1,1,35,0,0,0,0,0,0,0,1,0,1
422.6,0,0,0,0,1,0,1,0,0,11,0,1,0,0,1,1,0,0,0,0
1103.25,0,0,0,0,0,0,1,0,0,60,1,0,1,0,1,0,0,1,1,0
2754.0,0,0,0,0,1,1,0,0,0,47,1,1,0,1,0,1,0,1,0,0
697.25,0,0,0,0,1,0,0,0,1,11,0,1,1,1,1,1,0,1,0,0
5614.45,0,1,0,1,1,0,0,1,1,56,0,0,0,1,1,0,0,1,0,1
3204.4,1,1,1,0,1,1,1,1,1,28,0,0,0,0,0,1,0,1,0,0
4747.65,0,0,0,0,0,0,1,1,1,61,1,1,1,0,0,1,1,1,0,0
3082.1,0,1,0,1,0,0,0,1,0,31,0,0,0,1,0,0,1,1,1,0
597.9,1,1,1,1,1,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0
3365.4,1,1,1,1,0,1,1,0,1,35,0,0,0,0,0,0,1,1,0,0
38.8,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0
233.55,1,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,0,1,1,1
75.3,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
346.2,1,1,1,1,1,1,1,1,0,4,0,0,0,0,0,0,0,1,0,1
19.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
61.7,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0
85.7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
3342.45,0,0,0,1,0,0,1,1,0,52,1,1,1,0,1,0,1,1,0,0
85.1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,1,0
7422.1,0,1,1,1,0,0,1,0,1,72,1,0,0,0,0,0,1,1,0,0
6668.05,0,0,1,0,0,0,0,1,1,71,1,1,0,1,0,1,1,1,1,0
8071.05,0,1,0,0,0,0,1,1,1,72,1,0,0,0,1,1,1,1,0,0
1174.8,0,0,1,0,0,0,0,0,0,46,0,0,0,1,0,0,0,1,1,0
5435.0,0,0,0,1,0,0,0,1,1,63,1,1,0,1,1,0,1,1,1,0
2438.6,1,1,0,1,0,0,1,0,0,30,0,0,1,0,1,0,1,1,0,0
45.6,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
713.75,1,0,0,0,0,0,1,0,0,12,0,1,0,0,0,1,1,1,0,1
916.15,0,0,0,0,0,0,0,1,0,16,1,1,0,1,0,1,1,0,0,0
237.2,1,0,0,0,1,0,0,0,1,4,0,1,0,1,0,1,0,1,0,0
4614.55,0,1,0,1,1,0,1,0,1,51,0,0,0,0,1,0,0,1,0,0
1414.45,0,0,0,0,0,0,1,0,0,65,1,0,1,0,1,0,0,1,0,0
1170.5,1,1,0,0,1,0,1,0,0,16,0,0,1,0,1,1,0,1,0,0
47.7,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
4859.25,0,1,0,1,1,0,1,0,0,66,0,0,0,0,0,0,0,1,1,0
4903.2,0,1,1,0,1,0,0,1,1,46,1,0,0,1,0,1,0,1,0,0
3608.0,0,1,0,0,0,0,1,1,1,32,0,0,0,0,0,1,1,1,0,0
6094.25,0,0,0,0,0,0,0,1,1,72,1,1,0,1,1,1,1,1,0,0
3084.9,0,0,0,0,0,0,0,1,1,38,1,1,1,1,1,1,1,1,1,0
2356.75,0,0,0,0,1,0,0,0,0,51,0,1,1,1,1,1,0,1,1,0
8306.05,0,1,0,0,0,0,0,1,1,72,1,0,0,1,0,1,1,1,1,0
6786.4,1,1,0,1,0,1,0,1,1,65,0,0,0,1,0,0,1,1,0,1
248.95,1,0,1,1,1,0,1,0,0,9,0,1,0,0,0,0,0,0,1,1
663.05,1,0,0,0,0,0,0,0,0,9,0,1,1,1,0,1,1,1,1,1
1357.1,0,0,0,0,0,0,0,0,0,66,1,0,1,1,0,0,0,1,1,0
4860.35,0,1,0,1,0,1,1,1,1,44,0,0,0,0,1,0,1,1,0,0
